#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
#  STRING NAME (do not change!);;;;;;;;;;;X
georgian_independence_referendum_desc;An independence referendum was held in Georgia on 31 March 1991. It was approved by 99.5 percent of voters. The referendum was sanctioned by the Georgian Supreme Council which was elected in the first multi-party elections held in Soviet Georgia in October 1990, and was dominated by a pro-independence bloc Round Table-Free Georgia led by the Soviet-era dissident Zviad Gamsakhurdia. Having mostly boycotted the all-Union referendum on continued federation and the negotiations on a new union treaty on 17 March, Georgia became the fourth Soviet republic, after the three Baltic states, to organize the referendum on the issue of independence. The only question of the referendum asked: ''Do you support the restoration of the independence of Georgia in accordance with the Act of Declaration of Independence of Georgia of May 26, 1918?'' The official results showed over 99 percent in favor with a 90.6 percent voter turnout. Due to the ongoing ethnic discord, the polls were largely boycotted by the non-Georgian population of Abkhazia and South Ossetia.;;;;;;;;;;X
georgian_independence;The Georgian Restoration of Independence;;;;;;;;;;X
georgian_independence_desc;Shevardnadze's appointment as Soviet Foreign Minister in 1985 brought his replacement in Georgia by Jumber Patiashvili, a conservative and generally ineffective Communist who coped poorly with the challenges of perestroika. Towards the end of the late 1980s, increasingly violent clashes occurred between the Communist authorities, the resurgent Georgian nationalist movement and nationalist movements in Georgia's minority-populated regions (notably South Ossetia). On April 9, 1989, Soviet troops were used to break up a peaceful demonstration at the government building in Tbilisi. Twenty Georgians were killed and hundreds wounded and poisoned. The event radicalised Georgian politics, prompting many—even some Georgian communists—to conclude that independence was preferable to continued Soviet rule. On October 28, 1990, democratic parliamentary elections were held, and on November 15 the nation was renamed the ''Republic of Georgia.'' It declared independence on April 9, 1991, under Zviad Gamsakhurdia.;;;;;;;;;;X
columbia_2_name;STS-51-L: Space Shuttle Challenger disintegrates!;;;;;;;;;;X
columbia_2_desc;STS-51-L was the twenty-fifth flight of the American Space Shuttle program, using Space Shuttle Challenger, which lifted off from the Launch Complex 39-B on January 28, 1986, from Kennedy Space Center in Florida. The mission ended in disaster with the destruction of Challenger seventy-three seconds after lift-off and the death of all seven crewmembers. The Rogers Commission determined the cause was due to the failure of an O-ring seal on one of the Solid Rocket Boosters (SRBs). This flight marked the first time a non-government civilian, schoolteacher Christa McAuliffe, had flown aboard the Space Shuttle.;;;;;;;;;;X
voyager_2_name;The Voyager 2 space probe makes its first encounter with Uranus!;;;;;;;;;;X
voyager_2_desc;The Voyager 2 spacecraft is a 722 kg (1,590 lb) space probe launched by NASA on August 20, 1977 to study the outer Solar System and eventually interstellar space. It was actually launched before Voyager 1, but Voyager 1 moved faster and eventually passed it. Voyager 2 is part of the Voyager program with its identical sister craft Voyager 1, and is in extended mission, tasked with locating and studying the boundaries of the Solar System, including the Kuiper belt, the heliosphere and interstellar space.;;;;;;;;;;X
columbia_1_name;STS-61-C: Space Shuttle Columbia is launched!;;;;;;;;;;X
columbia_1_desc;STS-61-C was the twenty-fourth mission of NASA's Space Shuttle program, and the seventh mission of Space Shuttle Columbia. It was the first time that Columbia, the first operational orbiter to be constructed, had flown since STS-9. The mission launched from Florida's Kennedy Space Center on 12 January 1986, and landed six days later on 18 January. STS-61-C's seven-person crew included the second African-American shuttle pilot, future NASA Administrator Charles Bolden, the first Costa Rican-born astronaut, Franklin Chang-Diaz, and the second sitting politician to fly in space, Representative Bill Nelson (D-FL).;;;;;;;;;;X
nairobi_agreement;The Nairobi Agreement;;;;;;;;;;X
nairobi_agreement_desc;The Nairobi Agreement was a peace deal between the Ugandan government of Tito Okello and the National Resistance Army (NRA) rebel group led by Yoweri Museveni. The accords were signed in Nairobi, Kenya in December 1985. The talks, which lasted from 26 August to 17 December, were notoriously acrimonious and the resultant ceasefire broke down almost immediately. The final agreement, signed in Nairobi, called for a ceasefire, demilitarisation of Kampala, integration of the NRA and government forces, and absorption of the NRA leadership into the Military Council. These conditions were never met.;;;;;;;;;;X
uganda_july_coup;Military coup against Obote!;;;;;;;;;;X
uganda_july_coup_desc;On 27 July 1985, subfactionalism within the UPC government led to a successful military coup against Obote by his former army commander, Lieutenant-General Tito Okello, an Acholi. Museveni and the NRM/A were angry that the revolution for which they had fought for four years had been ''hijacked'' by the UNLA, which they viewed as having been discredited by gross human rights violations during Obote II. Despite these reservations, however, the NRM/A eventually agreed to peace talks presided over by a Kenyan delegation headed by President Daniel arap Moi.;;;;;;;;;;X
join_ec;Join the European Community;;;;;;;;;;X
iberia_join_ec;On January 1st, 1986, Spain and Portugal entered the European Community, which would later become the European Union.;;;;;;;;;;X
brazil_1985_election;1985 Brazilian Presidential Election;;;;;;;;;;X
brazil_1985_election_desc;The 1985 Brazilian presidential election was the last to be held indirectly through an electoral college, represented by the members of the National Congress (formed by Senators and Federal Deputies). Two groups were disputing the succession of President João Figueiredo: the Democratic Alliance and the Democratic Social Party. The Democratic Alliance, which claimed the return of the civilians to the government through the creation of a new Constitution, launched the candidacy of Tancredo Neves from the Brazilian Democratic Movement Party and was supported by the Liberal Front, a dissidence of the Democratic Social Party, and the Democratic Labour Party. The Democratic Social Paty, on the other hand, claimed the continuity of the 1964 regime, and launched the candidature of Paulo Salim Maluf.;;;;;;;;;;X
brazil_1985_election_2;Tancredo Neves is elected by the electoral college!;;;;;;;;;;X
brazil_1985_election_2_desc;On January 15, 1985, the Congress gathered to vote for the presidential election. Tancredo Neves was elected President with 480 votes (72,4 percent ) against only 180 (27,3 percent ) given to Maluf. There were 26 abstentions, mostly from parliamentarians from the Workers' Party, which decided to maintain its neutrality and support neither of the candidates. Some of its members, however, such as actress and congresswoman Bete Mendes, voted on the Democratic Alliance and ended up being expelled from the party. Overall, three members of the party (Airton Soares, Mendes and José Eudes) were expelled from it.  President João Figueiredo's term ends on March 15, ending 21 years of military rule.;;;;;;;;;;X
